REFERENCE 1;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;QTE;DERNIER_PRIX_ACHAT;PRIX_REVIENT;Gros;PRIX_SOLDE;PRIX_MIN;REFERENCE 2;REFERENCE 3;REFERENCE 4;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;FOURNISSEUR;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;OK_BLOQUE_VENTE;NBRE_PHOTOS;Date créat. Article;Utilisateur;N°ARTICLE;N°LOT;
;TRANSAPORT HARBIN;00000002;                                        ;          ;0;0;0;700;0;650;;;;0.1;0.01;;0;;;;N;0;27/05/2022 12:27:29;ADMIN          ;2;2;
;GRAVI;00000005;                                        ;          ;0;0;0;2500;0;2400;;;;0.1;0.01;;0;;;;N;0;27/05/2022 12:32:57;ADMIN          ;5;5;
;RAMLA BANIAN;00000006;                                        ;          ;0;0;0;1200;0;1100;;;;0.1;0.01;;0;;;;N;0;27/05/2022 12:38:50;ADMIN          ;6;6;
;RAMLA FINITION;00000007;                                        ;          ;0;0;0;3200;0;3000;;;;0.1;0.01;;0;;;;N;0;27/05/2022 12:40:36;ADMIN          ;7;7;
;RDAM;00000008;                                        ;          ;0;0;0;2450;0;2400;;;;0.1;0.01;;0;;;;N;0;27/05/2022 12:42:42;ADMIN          ;8;8;
;ROND ABETON 12===9BAR;00000009;                                        ;          ;0;0;0;19400.4;0;18999.6;;;;0.1;0.01;;0;;;;N;0;27/05/2022 12:57:48;ADMIN          ;9;9;
;TRELLIS SOUDES 15*20;00000010;                                        ;          ;0;16200;16200;16300;0;16200;;;;0.1;0.01;;0;;10/08/2026;31/12/2026;N;0;27/05/2022 13:00:37;ADMIN          ;10;10;
;TREILLIS SOUDES 320ML15*20 F3.3;00000011;                                        ;          ;0;0;0;8800;0;8700;;;;0.1;0.01;;0;;;;N;0;27/05/2022 13:02:30;ADMIN          ;11;11;
;FIL DATTACHE KG;00000012;                                        ;          ;60;0;0;320;0;300;;;;0.1;0.01;;0;;12/08/2026;12/08/2026;N;0;27/05/2022 13:03:52;ADMIN          ;12;12;
;TUBE ROND NOIRE;00000013;                                        ;          ;0;0;0;4200;0;4000;;;;0.1;0.01;;0;;;;N;0;27/05/2022 13:06:16;ADMIN          ;13;13;
;TUBE CARRE;00000014;                                        ;          ;0;0;0;1600;0;1500;;;;0.1;0.01;;0;;;;N;0;27/05/2022 13:07:44;ADMIN          ;14;14;
;POUTRELLE;00000016;                                        ;          ;0;0;0;4200;0;4000;;;;0.1;0.01;;0;;;;N;0;28/05/2022 00:58:18;ADMIN          ;16;16;
;LA BRIQUE 30;00000017;                                        ;          ;0;0;0;60;0;55;;;;0.1;0.01;;0;;;;N;0;28/05/2022 00:59:55;ADMIN          ;17;17;
;LA BRIQUE 60;00000018;                                        ;          ;0;0;0;120;0;110;;;;0.1;0.01;;0;;;;N;0;28/05/2022 01:01:02;ADMIN          ;18;18;
;RETRO PAR HEURE;00000019;                                        ;          ;0;0;0;4350;0;4200;;;;0.1;0.01;;0;;;;N;0;28/05/2022 01:08:58;ADMIN          ;19;19;
;EAUX CETERNA;00000022;                                        ;          ;0;0;0;2500;0;2400;;;;0.1;0.01;;0;;;;N;0;16/09/2022 08:38:51;ADMIN          ;22;22;
;FERAIOUR;00000023;                                        ;          ;0;0;0;100000;0;100000;;;;0.1;0.01;;0;;;;N;0;16/09/2022 08:50:02;ADMIN          ;23;23;
;MACON MAIN DEVER;00000025;                                        ;          ;0;0;0;200;0;200;;;;0.1;0.01;;0;;;;N;0;16/09/2022 09:08:39;ADMIN          ;25;25;
;HADJRA CONSTROUI;00000026;                                        ;          ;0;0;0;11000;0;10500;;;;0.1;0.01;;0;;;;N;0;16/09/2022 09:31:47;ADMIN          ;26;26;
;MIT AVB ENCASTREE;00000028;                                        ;          ;0;0;0;25000;0;25000;;;;0.1;0.01;;0;;;;N;0;16/09/2022 11:28:02;ADMIN          ;28;28;
53227-3;DOUCHETT ENCASTREE GOLD;00000029;;          ;0;0;18500;21000;0;21000;;;;0.1;0.01;;0;;;;N;1;16/09/2022 11:28:35;ADMIN          ;29;29;
;CHASS ENCASTREE GREO;00000031;                                        ;          ;0;0;0;31000;0;31000;;;;0.1;0.01;;0;;;;N;0;16/09/2022 11:30:26;ADMIN          ;31;31;
;FILTER PICIN D600;00000037;                                        ;          ;0;0;0;95000;0;0;;;;0.1;0.01;;0;;;;N;0;16/09/2022 11:39:35;ADMIN          ;37;37;
;TOUYOTRIER PICIN;00000038;                                        ;          ;0;0;0;84000;0;0;;;;0.1;0.01;;0;;;;N;0;16/09/2022 11:40:07;ADMIN          ;38;38;
;AMI AISSA;00000040;;          ;0;500;500;1;0;0;;;;0.1;1;1.42;0;;17/07/2023;;N;0;16/09/2022 11:41:41;ADMIN          ;40;40;
;SIKA;00000042;                                        ;          ;0;0;0;1;0;0;;;;0.1;0.01;;0;;;;N;0;16/09/2022 11:52:51;ADMIN          ;42;42;
;DINAR;00000043;                                        ;          ;0;0;0;1;0;0;;;;0.1;0.01;;0;;;;N;0;16/09/2022 11:58:29;ADMIN          ;43;43;
;ROMBLE;00000044;                                        ;          ;0;0;75000;1;0;1;;;;0.1;0.01;;0;;;;N;0;20/09/2022 08:07:45;ADMIN          ;44;44;
;F PIEDRA MIX 1ER;00000048;                                        ;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;15/07/2023 19:30:40;ADMIN          ;48;48;
;PANEAU DDS RAYON GRIS 45 1ER;00000049;                                        ;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;15/07/2023 19:31:17;ADMIN          ;49;49;
;DDS AMELIA 45 1ER;00000050;                                        ;          ;0;0;580;0;0;0;;;;0.1;0.01;12;0;;;;N;0;15/07/2023 19:40:35;ADMIN          ;50;50;
;DDS RAYON CAPPUCINO 45 1ER;00000051;                                        ;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;15/07/2023 19:42:22;ADMIN          ;51;51;
;MIT CUIS GENEBRE RABATABLE C35;00000053;                                        ;          ;0;22000;22000;39600;0;39000;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:40:22;ADMIN          ;53;53;
;KIT DD ENC CA-901 CR-3FC MN;00000054;                                        ;          ;0;29000;29000;52200;0;51701.2;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:44:41;ADMIN          ;54;54;
;KIT DD ENC SPANE 3703 BLK;00000055;                                        ;          ;0;42000;42000;75600;0;74999.4;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:45:58;ADMIN          ;55;55;
;KIT DD ENC SPANE 6103 GOLD;00000056;                                        ;          ;0;39500;39500;57000;44000;48000;;;;0.1;0.01;1;0;;31/10/2025;18/11/2025;N;0;16/07/2023 17:47:05;ADMIN          ;56;56;
;MIT ENC WC CA-101 CR-2FC;00000057;                                        ;          ;0;19500;19500;35100;0;34499.4;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:48:37;ADMIN          ;57;57;
;DOUCHETTE D'ABL ENC SPANE LT 0721B BLACK;00000058;                                        ;          ;0;11500;11500;20700;0;20199.75;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:50:33;ADMIN          ;58;58;
;TAB SPANE INOX S920 C2 GOLD;00000059;                                        ;          ;0;5600;5600;10080;0;9499.84;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:51:55;ADMIN          ;59;59;
;TAB SPANE INOX S920 C2 BLK;00000060;                                        ;          ;0;4900;4900;8820;0;8320.2;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:52:47;ADMIN          ;60;60;
;TAB SPANE INOX S920 C2 CHR;00000061;                                        ;          ;0;4800;4800;8640;0;8100;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:53:41;ADMIN          ;61;61;
;P.SAVON SPANE WES 2046 GOLD 304;00000062;                                        ;          ;0;1550;1550;2800.07;0;2300.05;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:55:24;ADMIN          ;62;62;
;P.SAVON SPANE WES 2046 BLK 304;00000063;                                        ;          ;0;1450;1450;2600;0;2100.04;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:56:58;ADMIN          ;63;63;
;P.SAVON SPANE WES 2046 CHR 304;00000064;                                        ;          ;0;1350;1350;2449.98;0;2000.03;;;;0.1;0.01;1;0;;15/07/2023;;N;0;16/07/2023 17:57:56;ADMIN          ;64;64;
;LAMPE DECOR ABTOP;00000094;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;1;22/05/2024 03:45:19;ADMIN          ;94;94;
;RIZINE;00000101;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;22/05/2024 05:46:12;ADMIN          ;101;101;
;PORTE EN FER PLASMA GRISE;00000102;;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;22/05/2024 06:01:32;ADMIN          ;102;102;
;PORTE EN FER PLASMA GRISE 1.20M;00000103;;          ;0;3900;46000;52000;0;42000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:02:20;ADMIN          ;103;103;
;PORTE EN FER PLASMA GRISE 1M;00000104;;          ;0;35000;35000;48000;0;40000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:04:37;ADMIN          ;104;104;
;PORTE EN FER NOIRE 1.20M;00000105;;          ;0;45000;45000;75000;0;62000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:06:12;ADMIN          ;105;105;
;PORTE EN FER PLASMA GRIS (TOUFIKE)1.20M;00000106;;          ;0;58000;58000;75000;0;65000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:11:27;ADMIN          ;106;106;
;PORTE EN FER (DANDANI);00000107;;          ;0;0;85000;0;0;0;;;;0.1;0.01;;0;;;;N;0;22/05/2024 06:23:53;ADMIN          ;107;107;
;PORTE EN FER GRISE 1.5M  (DANDANI);00000108;;          ;0;46000;46000;63000;58000;60000;;;;0.1;0.01;1;0;;11/10/2025;13/10/2025;N;0;22/05/2024 06:25:09;ADMIN          ;108;108;
;PORTE EN FER BOIS MIELE 1M;00000109;;          ;0;50000;38000;0;0;65000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:34:07;ADMIN          ;109;109;
;PORTE DE CHOMPRE EN BOIS;00000110;;          ;0;35000;35000;50000;0;40000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:37:27;ADMIN          ;110;110;
;PORTE DE CHOMBRE EN BOIS;00000111;;          ;0;25000;25000;35000;0;30000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:40:05;ADMIN          ;111;111;
;PORTE FER EN BOIS;00000112;;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;22/05/2024 06:42:11;ADMIN          ;112;112;
;PORTE FER EN BOIS MIELLE 1M;00000113;;          ;0;52000;52000;66000;0;55000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:42:49;ADMIN          ;113;113;
;PORTE EN FER NOIRE 1.05M;00000114;;          ;0;39000;39000;60000;0;45000;;;;0.1;0.01;1;0;;22/05/2024;06/12/2024;N;0;22/05/2024 06:44:56;ADMIN          ;114;114;
;PORTE EN FER BLAZMA ALIKO;00000115;;          ;0;39000;45000;60000;0;45000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:46:41;ADMIN          ;115;115;
;PORTE FER ALIKO DORÉ 1.25M;00000116;;          ;0;52000;52000;65000;0;55000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:56:08;ADMIN          ;116;116;
;PORTE BOIS ATHER 0.9M;00000117;;          ;0;65000;85000;105000;0;75000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 06:58:11;ADMIN          ;117;117;
;PORTE FER EN BOIS DOUBLES;00000118;;          ;0;75000;55000;95000;0;80000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;22/05/2024 07:00:57;ADMIN          ;118;118;
;FFS DÉCOR LUX 2EME 30/90;00000119;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;23/05/2024 06:00:13;ADMIN          ;119;119;
;FFS MOTIFE DÉCORE LUX 2EME 30/90;00000120;;          ;0;300;300;450;0;350;;;;0.1;0.01;1;0;;22/05/2024;;N;0;23/05/2024 06:08:04;ADMIN          ;120;120;
;FFS MOTIFE KORSO CÉRAM 2EM 30/90;00000121;;          ;0;300;300;450;0;350;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;23/05/2024 06:14:06;ADMIN          ;121;121;
;FFS MOTIFE BEIJE 2EME 25/75;00000122;;          ;0;300;300;450;0;350;;;;0.1;0.01;1;0;;22/05/2024;;N;0;23/05/2024 06:17:17;ADMIN          ;122;122;
;FOSE BIARE 1ER 0.81M;00000123;;          ;0;0;850;0;0;0;;;;0.1;0.01;1;0;;;;N;0;23/05/2024 06:21:16;ADMIN          ;123;123;
;FOSE BIARE 1ER 0.81;00000124;;          ;7;880;880;1450;0;950;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;23/05/2024 06:28:41;ADMIN          ;124;124;
;B BLACK DECORE 2EME 0.72M;00000125;;          ;0;770;770;1350;0;850;;;;0.1;0.01;1;0;;22/05/2024;03/10/2024;N;0;23/05/2024 06:41:20;ADMIN          ;125;125;
;MIX 1ER 0.81M;00000126;;          ;0;0;0;1450;0;950;;;;0.1;0.01;1;0;;;;N;0;23/05/2024 06:44:02;ADMIN          ;126;126;
;HACHIA PISCINE;00000127;;          ;0;900;900;1250;0;950;;;;0.1;0.01;1;0;;22/05/2024;;N;0;23/05/2024 07:07:56;ADMIN          ;127;127;
;LAVABO SYSPONDÉE;00000128;;          ;0;19000;15000;32000;0;20000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;24/05/2024 19:57:34;ADMIN          ;128;128;
;LAVABO AVEC PIED;00000129;;          ;0;11000;11000;25000;0;12000;;;;0.1;0.01;1;0;;22/05/2024;23/06/2025;N;0;24/05/2024 20:02:32;ADMIN          ;129;129;
;FENETRE TPR;00000130;;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;24/05/2024 20:03:51;ADMIN          ;130;130;
;FENETRE TPR 1.07M/1.27M;00000131;;          ;0;40000;40000;55000;0;41000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;24/05/2024 20:05:14;ADMIN          ;131;131;
;CUVETE MONOBLOQUE;00000132;;          ;0;35000;35000;44000;0;40000;;;;0.1;0.01;1;0;;22/05/2024;28/10/2025;N;0;24/05/2024 20:07:17;ADMIN          ;132;132;
;CUVETE SUSPONDU;00000133;;          ;0;23000;17500;35000;0;27000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;24/05/2024 20:16:45;ADMIN          ;133;133;
;LAVABO MEBLEÉ;00000134;;          ;0;48000;48000;65000;0;55000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;24/05/2024 20:18:24;ADMIN          ;134;134;
;ÉVIE CUISINE;00000135;;          ;0;8500;8500;26000;0;9500;;;;0.1;0.01;1;0;;22/05/2024;06/12/2024;N;0;24/05/2024 20:19:24;ADMIN          ;135;135;
;MAYA 2 (2EM) BEIGE MARBERIE 60/20;00000136;;          ;0;720;720;1850;0;800;;;;0.1;0.01;1;0;;22/05/2024;04/10/2024;N;0;25/05/2024 00:08:34;ADMIN          ;136;136;
;MAY 3 (2EM) MARRON MARBERIE 60/120;00000137;;          ;0;720;720;1850;0;850;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:11:49;ADMIN          ;137;137;
;PACIFIC BLEU 2EM BLANC BLEU 60/120;00000138;;          ;0;720;720;1850;0;850;;;;0.1;0.01;1;0;;22/05/2024;23/06/2025;N;0;25/05/2024 00:13:22;ADMIN          ;138;138;
;GRANIT GRAY 2EM GRIS 60/120;00000139;;          ;0;720;720;1850;0;850;;;;0.1;0.01;1;0;;22/05/2024;03/10/2024;N;0;25/05/2024 00:14:45;ADMIN          ;139;139;
;ASTRA BLACK 2EM NOIR 60/120;00000140;;          ;0;720;720;1850;0;850;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:17:08;ADMIN          ;140;140;
;MAGMA GRAY 2EM GRIS 60/120;00000141;;          ;0;720;720;1850;0;850;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:18:30;ADMIN          ;141;141;
;MAYA 1 2EM GRIS MARBERIE 60/120;00000142;;          ;0;720;720;1850;0;850;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:19:43;ADMIN          ;142;142;
;TABLA FAYONSE 1ER GRIS 60/120;00000143;;          ;0;1050;1050;1850;0;1400;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:21:10;ADMIN          ;143;143;
;ISLAND GRAY 1ER GRIS 60/120;00000144;;          ;0;1050;1050;1850;0;1300;;;;0.1;0.01;1;0;;22/05/2024;03/10/2024;N;0;25/05/2024 00:23:14;ADMIN          ;144;144;
;LABRADOR 1ER GRIS 60/120;00000145;;          ;0;0;0;0;0;0;;;;0.1;0.01;;0;;;;N;0;25/05/2024 00:30:52;ADMIN          ;145;145;
;LABRADOR BLEU 1ER GRIS F 60/120;00000146;;          ;0;1050;1050;1850;0;1400;;;;0.1;0.01;1;0;;22/05/2024;07/12/2024;N;0;25/05/2024 00:33:37;ADMIN          ;146;146;
;OSCAR 2EM GRIS 45/45;00000147;;          ;0;800;800;1350;0;1000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:34:45;ADMIN          ;147;147;
;AMÉLIA 1ER GRIS DORI 45/45;00000148;;          ;0;800;800;1350;0;1000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:40:51;ADMIN          ;148;148;
;ARICI 1ER BEIGE MARBERIE 45/45;00000149;;          ;0;800;800;1350;0;1000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:43:22;ADMIN          ;149;149;
;ROMA CH 1ER MARRON 45/45;00000150;;          ;0;800;800;1350;0;1000;;;;0.1;0.01;1;0;;22/05/2024;04/10/2024;N;0;25/05/2024 00:44:40;ADMIN          ;150;150;
;ARCELLA GRAY 2EME GRIS 33/33;00000151;;          ;0;670;670;1200;0;800;;;;0.1;0.01;1;0;;22/05/2024;30/06/2025;N;0;25/05/2024 00:46:31;ADMIN          ;151;151;
;CANYON PERLA 2EME BEIGE 33/33;00000152;;          ;0;670;670;1200;0;800;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:47:49;ADMIN          ;152;152;
;NEST GRIS 2EME GRIS 33/33;00000153;;          ;0;670;670;1200;0;800;;;;0.1;0.01;1;0;;22/05/2024;07/12/2024;N;0;25/05/2024 00:49:52;ADMIN          ;153;153;
;OSCAR 2EME BEIGE 45/45;00000154;;          ;0;600;600;1350;0;800;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 00:51:28;ADMIN          ;154;154;
;HAVANA GRAY 2EME BLANC MARBERIE 45/90;00000155;;          ;0;700;700;1350;0;900;;;;0.1;0.01;1;0;;22/05/2024;23/06/2025;N;0;25/05/2024 00:53:36;ADMIN          ;155;155;
;STYLE NOIR 2EME (NOIR MARBERIE ) 45/90;00000156;;          ;0;700;700;1350;0;900;;;;0.1;0.01;1;0;;22/05/2024;23/06/2025;N;0;25/05/2024 00:59:13;ADMIN          ;156;156;
;ELIGENCE NOIR 2EME NOIR MARBERIE 45/90;00000157;;          ;0;700;700;1350;0;900;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 01:04:33;ADMIN          ;157;157;
;VIROK BLACK 2EME NOIR DORI 60/120;00000158;;          ;0;720;720;1850;0;900;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 01:06:48;ADMIN          ;158;158;
;OSCAR WHITE 2EME BLANCK 45/45;00000159;;          ;0;600;600;1350;0;900;;;;0.1;0.01;1;0;;22/05/2024;07/12/2024;N;0;25/05/2024 01:09:08;ADMIN          ;159;159;
;RAYON CAPRISE 1ER BEIGE CLAIRE  45/45;00000160;;          ;0;800;800;1350;0;900;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 01:12:35;ADMIN          ;160;160;
;RAYON GRIS 1ER GRIS SOURIS 45/45;00000161;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;25/05/2024 01:15:27;ADMIN          ;161;161;
;RAYON GRIS 1ER GRIS SOURIS 45/45;00000162;;          ;0;800;800;1350;0;900;;;;0.1;0.01;1;0;;22/05/2024;03/10/2024;N;0;25/05/2024 05:01:09;ADMIN          ;162;162;
;PIRADOR BROWEN 1ER 60/60;00000163;;          ;0;970;970;1400;0;1200;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:02:57;ADMIN          ;163;163;
;ARSSILA 2EME GRIS 33/33;00000164;;          ;0;670;670;1200;0;800;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:08:13;ADMIN          ;164;164;
;LINORA DÉCORÉ 2EME 30/90;00000165;;          ;0;650;650;1250;0;700;;;;0.1;0.01;1;0;;22/05/2024;03/10/2024;N;0;25/05/2024 05:13:00;ADMIN          ;165;165;
;HAWAI PERLA 2EME 30/90;00000166;;          ;0;650;650;1250;0;800;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:16:03;ADMIN          ;166;166;
;LINDRA 2EME 30/90;00000167;;          ;0;650;350;1250;0;800;;;;0.1;0.01;1;0;;22/05/2024;24/06/2025;N;0;25/05/2024 05:18:14;ADMIN          ;167;167;
;F/CUISINE KAPOCHINO 2EME 25/75;00000168;;          ;0;650;650;1250;0;800;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:20:52;ADMIN          ;168;168;
;F/CUISINE BLANC 2EME 25/75;00000169;;          ;0;650;650;1250;0;800;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:26:02;ADMIN          ;169;169;
;STYLE MARBERIE 2EME 25/75;00000170;;          ;0;650;650;1250;0;800;;;;0.1;0.01;1;0;;22/05/2024;03/10/2024;N;0;25/05/2024 05:28:07;ADMIN          ;170;170;
;CANYON PERLA F BEIGE 1ER 30/60;00000171;;          ;0;950;950;1250;0;1100;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:29:38;ADMIN          ;171;171;
;SPACE BLEU 2EME 45/90;00000172;;          ;0;700;700;1350;0;900;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:33:22;ADMIN          ;172;172;
;CUISINA;00000173;;          ;0;430000;610000;430000;0;430000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:34:58;ADMIN          ;173;173;
;MARBRE;00000174;;          ;0;85000;85000;85000;0;85000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:36:56;ADMIN          ;174;174;
;ÉLECTRO MÉNAGE;00000175;;          ;0;200000;200000;200000;0;200000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:38:46;ADMIN          ;175;175;
;ÉVIE;00000176;;          ;0;35000;35000;35000;0;35000;;;;0.1;0.01;1;0;;22/05/2024;;N;0;25/05/2024 05:40:02;ADMIN          ;176;176;
;ALTERNATIVE AU BOIS BLANC;00000179;;          ;0;0;0;2950;2400;2700;;;;0.1;0.01;1;0;;;;N;0;25/05/2024 21:53:00;ADMIN          ;179;179;
;PASSTA ROSA SPAIN;00000184;;          ;0;1200;1200;1500;0;1300;;;;0.1;0.01;1;0;;22/05/2024;05/10/2024;N;0;25/05/2024 22:48:24;ADMIN          ;189;189;
;PASSTA MAVILE SPAIN;00000185;;          ;0;1200;1200;1500;0;1300;;;;0.1;0.01;1;0;;22/05/2024;02/10/2024;N;0;25/05/2024 22:50:14;ADMIN          ;190;190;
;PASSTA ROKHO SPAIN;00000186;;          ;0;1200;1200;1500;0;1300;;;;0.1;0.01;1;0;;22/05/2024;30/11/2025;N;0;25/05/2024 22:51:21;ADMIN          ;191;191;
;PASTA GRIS FONCÉ LOKAL;00000187;;          ;0;650;650;1300;0;1300;;;;0.1;0.01;1;0;;02/06/2026;19/11/2024;N;0;25/05/2024 22:52:17;ADMIN          ;192;192;
;PASTA GRIS CLAIRE LOCAL;00000188;;          ;0;0;0;1500;0;1200;;;;0.1;0.01;1;0;;;;N;0;25/05/2024 22:53:39;ADMIN          ;193;193;
;PASSTA SOUCOUCH LOCAL;00000189;;          ;0;470;450;1500;0;1200;;;;0.1;0.01;1;0;;22/05/2024;26/07/2025;N;0;25/05/2024 22:58:03;ADMIN          ;194;194;
;PASSTA HADJRA MARVILE;00000191;;          ;0;650;650;1300;1100;1250;;;;0.1;0.01;1;0;;07/12/2024;07/12/2024;N;0;25/05/2024 23:17:51;ADMIN          ;196;196;
;PASSTA HADJRA ROKHO;00000192;;          ;0;1100;1100;1500;0;1200;;;;0.1;0.01;1;0;;22/05/2024;19/08/2024;N;0;25/05/2024 23:21:05;ADMIN          ;197;197;
;BAGITTE SÉP COUANT;00000196;;          ;0;100;100;200;0;180;;;;0.1;0.01;1;0;;02/05/2026;02/05/2026;N;0;25/05/2024 23:36:41;ADMIN          ;201;201;
;DOUCHETTE D'ABL ENC SPANE LT 0721B BLACK;00000197;;          ;0;14500;14500;35000;0;32000;;;;0.1;0.01;1;0;;26/05/2024;;N;0;26/05/2024 04:48:23;ADMIN          ;202;202;
;DOUCHETTE D'ABL ENC SPANE LT 0721C CHR;00000198;;          ;0;13500;13500;35000;0;32000;;;;0.1;0.01;1;0;;26/05/2024;;N;0;26/05/2024 04:51:22;ADMIN          ;203;203;
;DOUCHETTE D'ABL ENC SPANE LT 0721 G GOLD;00000199;;          ;0;16500;16500;33000;0;31000;;;;0.1;0.01;1;0;;26/05/2024;;N;0;26/05/2024 04:53:41;ADMIN          ;204;204;
;DDS 45*45 DECOR ROCK STAR GRIS DARK 2EME;00000200;;          ;0;500;500;1200;0;1000;;;;0.1;0.01;1;0;;26/05/2024;03/10/2024;N;0;26/05/2024 05:15:03;ADMIN          ;205;205;
;DALA (90*45) 2EME RIC 54*1.21;00000201;;          ;0;630;630;1350;0;1100;;;;0.1;0.01;1;0;;26/05/2024;;N;0;26/05/2024 05:29:21;ADMIN          ;206;206;
;DDS NOOR CREMA 60*60 2EME ROYAL;00000202;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;26/05/2024 05:41:59;ADMIN          ;207;207;
;LINA DARK BROWN 25*75 2EME ROYAL;00000203;;          ;0;0;500;1500;0;1300;;;;0.1;0.01;1;0;;;30/06/2025;N;0;27/05/2024 23:08:22;ADMIN          ;208;208;
;LINA LIGHT BROWN 25*75 2EME ROYAL;00000204;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;27/05/2024 23:23:40;ADMIN          ;209;209;
;LINA DARK BROWN 25*75 2EME ROYAL;00000205;;          ;0;520;520;1300;0;1100;;;;0.1;0.01;1;0;;07/12/2024;07/12/2024;N;0;27/05/2024 23:31:32;ADMIN          ;210;210;
;LINA LIGHT BROWN 25*75 2EME ROYAL;00000206;;          ;0;520;520;1300;0;1100;;;;0.1;0.01;1;0;;26/05/2024;24/06/2025;N;0;27/05/2024 23:32:57;ADMIN          ;211;211;
;NOOR GRIS 60*60 2EME ROYAL;00000207;;          ;0;500;500;1300;0;1100;;;;0.1;0.01;1;0;;26/05/2024;07/12/2024;N;0;27/05/2024 23:34:03;ADMIN          ;212;212;
