REFERENCE 1;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;QTE;DERNIER_PRIX_ACHAT;PRIX_REVIENT;Gros;PRIX_SOLDE;PRIX_MIN;REFERENCE 2;REFERENCE 3;REFERENCE 4;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;FOURNISSEUR;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;OK_BLOQUE_VENTE;NBRE_PHOTOS;Date créat. Article;Utilisateur;N°ARTICLE;N°LOT;
T01-2 CHR;P.MANTEAUX T01-2 CHROME;00000405;;          ;0;700;1350;1350;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 09:00:03;ADMIN          ;411;411;
T01-3 CHR;P.MANTAUX T01-3 CHROME;00000406;;          ;0;800;1500;1500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 09:05:56;ADMIN          ;412;412;
T01-3 MAT;P.MANTAUX T01-3 MAT;00000407;;          ;0;800;1500;1500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 09:10:03;ADMIN          ;413;413;
T01-4 CHR;P.MANTAUX T01-4 CHROME;00000408;;          ;0;950;950;1650;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 09:13:32;ADMIN          ;414;414;
T01-4 MAT;P.MANTAUX T01-4 MAT;00000409;;          ;0;950;1650;1650;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 09:16:45;ADMIN          ;415;415;
T01-5 CHR;P.MANTAUX T01-5 CHROME;00000410;;          ;0;1100;1850;1850;0;0;;;;0.1;0.01;1;0;;27/07/2024;24/10/2025;N;1;27/08/2024 09:23:39;ADMIN          ;416;416;
T01-5 MAT;P.MANTAUX T01-5 MAT;00000411;;          ;0;1100;1850;1850;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 09:29:12;ADMIN          ;417;417;
T01-6 MAT;P.MANTAUX T01-6 MAT;00000412;;          ;0;1200;2100;2100;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 09:32:44;ADMIN          ;418;418;
EB1068 CHROME;BANDE LAVABO SPANE EB1068 CHROME;00000413;SIFON CHROME;          ;0;1550;1550;2449.93;0;0;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;1;27/08/2024 09:51:39;ADMIN          ;419;419;
1907 CHROME;KIT SPANE 1907 CHROME;00000414;;          ;0;26500;26500;40000;35000;38500;;;;0.1;0.01;1;0;;31/10/2025;18/11/2025;N;1;27/08/2024 10:06:51;ADMIN          ;420;420;
1907 BLACK;KIT SPANE 1907 BLACK;00000415;;          ;0;34500;34500;59500;0;0;;;;0.1;0.01;1;0;;27/07/2024;17/05/2025;N;1;27/08/2024 10:08:36;ADMIN          ;421;421;
SPANE 20-10 CHROME;CANIVEAU SPANE 20-10 CHROME;00000416;;          ;0;1850;1850;2850;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;0;27/08/2024 10:59:33;ADMIN          ;427;427;
SPANE 30-10 CHROME;CANIVEAU SPANE 30-10 CHROME;00000417;;          ;0;2200;2200;3800;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;0;27/08/2024 11:04:42;ADMIN          ;428;428;
20-10 GOLD;CANIVEAU AAMPOLO  20-10 GOLD;00000418;;          ;2;2850;2850;4200;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;27/08/2024 11:10:48;ADMIN          ;429;429;
30-10 GOLD;CANIVEAU AAMPOLO 30-10 GOLD;00000419;;          ;0;3350;3350;5200;0;0;;;;0.1;0.01;1;0;;27/07/2024;27/08/2024;N;0;27/08/2024 11:15:47;ADMIN          ;430;430;
AAMPOLO 40-10 GOLD;CANIVEAU AAMPOLO 40-10 GOLD;00000420;;          ;1;4050;4050;6800;0;0;;;;0.1;0.01;1;0;;12/08/2026;20/04/2026;N;0;27/08/2024 11:23:41;ADMIN          ;431;431;
SPANE 40-10 BLACK;CANIVEAU SPANE 40-10 BLACK;00000421;;          ;0;3400;3400;6800;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;0;27/08/2024 11:25:16;ADMIN          ;432;432;
LD 250 201 BLACK;P.SHAMPOOING SPANE LD 250 201 BLACK;00000422;;          ;0;1200;1200;2150;0;0;;;;0.1;0.01;1;0;;27/07/2024;24/10/2025;N;1;27/08/2024 11:34:05;ADMIN          ;433;433;
LD 250 201 CHROME;P.SHAMPOOING SPANE LD 250 201 CHROME;00000423;;          ;0;850;850;1850;0;0;;;;0.1;0.01;1;0;;27/07/2024;24/10/2025;N;1;27/08/2024 11:35:12;ADMIN          ;434;434;
MAUI 58-8 CHR;MLT CUISINE SPANE MAUI 58-8 CHROME;00000424;;          ;0;5800;5800;9500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 11:43:33;ADMIN          ;435;435;
AAMPOLO-FIESTA GOLD;MLT LAVABO AAMPOLO-FIESTA GOLD;00000425;;          ;0;17000;17000;28000;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 18:49:52;ADMIN          ;436;436;
AAMPOLO-FIESTA BLAC;MLT LAVABO AAMPOLO-FIESTA BLACK;00000426;;          ;0;16500;16500;27500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 18:52:49;ADMIN          ;437;437;
AAMPOLO-FIESTA CHROM;MLT LAVABO AAMPOLO-FIESTA CHROME;00000427;;          ;3;16000;16000;27000;0;0;;;;0.1;0.01;1;0;;12/08/2026;;N;1;27/08/2024 18:56:40;ADMIN          ;438;438;
ENC 4010 GRAY;KIT SPANE ENC 4010 GRAY;00000428;;          ;0;39500;39500;63500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 19:03:52;ADMIN          ;439;439;
JR3 CHROME;CODD SPANE JR3 CHROME;00000429;;          ;0;14800;14800;24500;0;0;;;;0.1;0.01;1;0;;20/05/2025;;N;1;27/08/2024 22:18:15;ADMIN          ;440;440;
JR8 CHROME;CODD SPANE JR8 CHROME;00000430;;          ;0;14800;14800;24500;0;0;;;;0.1;0.01;1;0;;20/05/2025;;N;1;27/08/2024 22:23:19;ADMIN          ;441;441;
1618 BLACK;MLT CUISINE SPANE 1618 BLACK;00000431;;          ;0;14800;14800;28500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 23:16:19;ADMIN          ;442;442;
1618 GOLD;MLT CUISINE SPANE 1618 GOLD;00000432;;          ;0;16800;16800;31500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 23:18:12;ADMIN          ;443;443;
SPANE ZANTE CHROME;MLT CUISINE SPANE ZANTE CHROME;00000433;;          ;0;15500;15500;28500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 23:21:46;ADMIN          ;444;444;
SPANE ZANTE GOLD;MLT CUISINE SPANE ZANTE GOLD;00000434;;          ;0;16500;16500;31500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 23:24:05;ADMIN          ;445;445;
SPANE VALENCE 5177B;MLT  VABO VASQUE SPANE VALENCE 5177B CHROME;00000435;;          ;0;12000;11200;19500;0;0;;;;0.1;0.01;1;0;;27/07/2024;06/12/2024;N;1;27/08/2024 23:30:51;ADMIN          ;446;446;
SPANE VALENCE 5177B;MLT LAVABO VASQUE SPANE VALENCE 5177B BLACK;00000436;;          ;0;12000;11200;19500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;0;27/08/2024 23:32:50;ADMIN          ;447;447;
SPANE VALENCE 5177B;MLT LAVABO VASQUE SPANE VALENCE 5177B GOLD;00000437;;          ;0;13000;14500;21500;0;0;;;;0.1;0.01;1;0;;27/07/2024;06/12/2024;N;0;27/08/2024 23:35:19;ADMIN          ;448;448;
SPANE BORA BRUSHED G;MLT DABLUTION  SPANE BORA BRUSHED GOLD;00000438;;          ;0;8300;8300;14500;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 23:39:56;ADMIN          ;449;449;
SPANE BORA CHROME;MLT DABLUTION  SPANE BORA CHROME;00000439;;          ;0;7300;7300;11200;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;0;27/08/2024 23:41:04;ADMIN          ;450;450;
SPANE BORA BLACK;MLT DABLUTION  SPANE BORA BLACK;00000440;;          ;0;7300;7300;11200;0;0;;;;0.1;0.01;1;0;;27/07/2024;;N;1;27/08/2024 23:42:24;ADMIN          ;451;451;
;FAUX BOIS;00000441;;          ;0;1300;1656.34;2200;1850;1900;;;;0.1;0.01;1;0;;28/04/2025;27/07/2025;N;0;31/08/2024 23:11:53;ADMIN          ;452;452;
;CHASSE ENCASTRE WC ENGLAIS;00000442;;          ;0;33800;34963.64;49000;38000;42000;;;;0.1;0.01;1;0;;20/05/2025;25/06/2025;N;0;01/09/2024 04:30:23;ADMIN          ;453;453;
;CHASSE ENCASTRE VISAM;00000443;;          ;0;14500;14743.06;22000;17000;18500;;;;0.1;0.01;1;0;;31/10/2025;02/11/2025;N;0;01/09/2024 04:37:18;ADMIN          ;454;454;
µ;BNB S L PLAT COURBE CHR;00000444;;          ;0;16500;16500;22000;0;0;;;;0.1;0.01;1;0;;21/08/2024;28/09/2024;N;0;01/09/2024 04:51:16;ADMIN          ;455;455;
;CERVEAU CONTROLMATIC A FICHE;00000445;;          ;0;7300;7300;15000;0;0;;;;0.1;0.01;1;0;;28/04/2025;17/07/2025;N;0;01/09/2024 04:53:09;ADMIN          ;456;456;
;RADIATEUR FARAL;00000446;;          ;0;20500;20500;26000;0;0;;;;0.1;0.01;1;0;;21/08/2024;23/06/2025;N;0;01/09/2024 05:00:12;ADMIN          ;457;457;
;IDRO POMPE;00000447;;          ;0;24000;24000;31000;0;0;;;;0.1;0.01;1;0;;21/08/2024;;N;0;01/09/2024 05:16:37;ADMIN          ;458;458;
;APPLIQUE D16*2;00000448;;          ;0;765;765;950;0;0;;;;0.1;0.01;1;0;;21/08/2024;27/08/2024;N;0;01/09/2024 05:30:20;ADMIN          ;459;459;
;SÉCHE LANGE RIVOLI;00000449;;          ;0;16900;16900;22000;0;0;;;;0.1;0.01;1;0;;21/08/2024;27/08/2024;N;0;01/09/2024 05:34:09;ADMIN          ;460;460;
;MULTI COUCHE 16;00000450;;          ;0;115;115;180;0;0;;;;0.1;0.01;1;0;;21/08/2024;27/08/2024;N;0;01/09/2024 05:37:33;ADMIN          ;461;461;
;MULTI COUCHE 20;00000451;;          ;0;175;175;230;0;0;;;;0.1;0.01;1;0;;21/08/2024;;N;0;01/09/2024 05:40:15;ADMIN          ;462;462;
;POMPE 5T;00000452;;          ;0;34500;34500;40000;0;0;;;;0.1;0.01;1;0;;28/04/2025;17/07/2025;N;0;01/09/2024 05:45:56;ADMIN          ;463;463;
PASTA MADIRA;HADJRA MADIRA;00000453;;          ;0;650;631.11;1300;1100;1200;;;;0.1;0.01;1;0;;07/12/2024;25/11/2024;N;0;01/09/2024 23:05:52;ADMIN          ;464;464;
;HADJRA  GRIS FONCÉ;00000454;;          ;0;700;700;1400;1250;1300;;;;0.1;0.01;1;0;MONOCOUCHE STORE;13/08/2026;13/08/2026;N;0;01/09/2024 23:13:41;ADMIN          ;465;465;
;BAGIT COINT;00000456;;          ;401;120;120;200;0;180;;;;0.1;0.01;1;0;MONOCOUCHE STORE;13/08/2026;13/08/2026;N;0;02/09/2024 22:52:56;ADMIN          ;467;467;
;VERNIS KARMOUD;00000460;;          ;6;1200;1200;0;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;04/09/2024 05:38:55;ADMIN          ;471;471;
HUILE KARMOUD;HUILE KARMOUD;00000461;;          ;2;2200;2200;2800;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/10/2025;N;0;04/09/2024 05:45:35;ADMIN          ;472;472;
;DESICER KARMOUD;00000462;;          ;0;800;800;1200;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;04/09/2024 05:58:27;ADMIN          ;473;473;
;TIGE 17 KARMOUD;00000463;;          ;0;150;150;210;0;0;;;;0.1;0.01;1;0;;04/02/2024;19/07/2025;N;0;04/09/2024 21:52:07;ADMIN          ;474;474;
;VERNIS ITALI KARMOUD;00000464;;          ;0;1200;1200;1600;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;04/09/2024 22:11:07;ADMIN          ;476;476;
;TARVOU KARMOUD;00000465;;          ;0;150;150;230;0;0;;;;0.1;0.01;1;0;;31/03/2026;31/03/2026;N;0;04/09/2024 22:15:30;ADMIN          ;477;477;
;CHEVILLE MÉTALLIQUE KARMOUD;00000466;;          ;0;38;38;90;65;70;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;04/09/2024 22:17:28;ADMIN          ;478;478;
;VIS 1KG KARMOUD;00000467;;          ;0;18;18;560;350;525;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;04/09/2024 22:41:56;ADMIN          ;479;479;
;RONDIL 1KG KARMOUD;00000468;;          ;0;600;600;0;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;04/09/2024 22:43:19;ADMIN          ;480;480;
;CROU 17 KARMOUD;00000469;;          ;0;600;583.33;0;0;0;;;;0.1;0.01;1;0;;01/07/2024;28/09/2024;N;0;04/09/2024 22:49:00;ADMIN          ;481;481;
;DISQUE PINCEAUX KARMOUD;00000470;;          ;0;95;94.01;180;120;140;;;;0.1;0.01;1;0;;01/10/2025;12/01/2026;N;0;04/09/2024 22:52:45;ADMIN          ;482;482;
AGRAFE ST 57;MESMAR GRAVEZ KARMOUD;00000471;;          ;47;500;500;850;600;650;;;;0.1;0.01;1;0;;17/08/2026;17/08/2026;N;0;07/09/2024 00:44:39;ADMIN          ;483;483;
MESMAR ST;MESMAR KARMOUD;00000472;;          ;3;1900;1900;0;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/01/2026;N;0;07/09/2024 00:48:56;ADMIN          ;484;484;
RICHAB;KADRE RICHA BOIT;00000473;;          ;0;2900;2900;6800;0;0;;;;0.1;0.01;1;0;;08/08/2024;;N;0;07/09/2024 05:49:22;ADMIN          ;485;485;
;AKRILA KARMOUD;00000474;;          ;0;1200;1200;1850;0;0;;;;0.1;0.01;1;0;;01/07/2024;;N;0;14/09/2024 23:32:36;ADMIN          ;486;486;
;SLICONE KARMOUD;00000475;;          ;0;335;335;550;0;0;;;;0.1;0.01;1;0;;01/07/2024;;N;0;14/09/2024 23:39:40;ADMIN          ;487;487;
;CAVALIERS  DE 100;00000476;;          ;0;8;8;25;0;0;;;;0.1;0.01;1;0;;15/09/2024;12/01/2026;N;0;15/09/2024 05:36:56;ADMIN          ;488;488;
;BASCULES DE100;00000477;;          ;0;1350;1350;1450;0;0;;;;0.1;0.01;;0;;15/09/2024;27/07/2025;N;0;15/09/2024 05:38:30;ADMIN          ;489;489;
;PERLFEX;00000478;;          ;0;730;730;850;0;0;;;;0.1;0.01;1;0;;15/09/2024;07/07/2025;N;0;15/09/2024 05:43:37;ADMIN          ;490;490;
;BAN DE AFILR;00000479;;          ;0;650;650;800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 05:44:25;ADMIN          ;491;491;
;BAN DE AFILR MAFIX;00000480;;          ;0;650;650;800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 05:45:23;ADMIN          ;492;492;
;BAN DE AFILR CAVA;00000481;;          ;0;650;650;800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 05:47:28;ADMIN          ;493;493;
;BANDE A JOIUT PAPIER 75M;00000482;;          ;0;650;650;800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 05:48:51;ADMIN          ;494;494;
;BANDE A JOIUT PAPIER 50M;00000483;;          ;0;650;650;800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:00:07;ADMIN          ;495;495;
;BANDA ARME AKFIX 30;00000484;;          ;0;1150;1150;1350;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:00:52;ADMIN          ;496;496;
;BANDA ARME PRO 30;00000485;;          ;0;1150;1150;1300;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:01:46;ADMIN          ;497;497;
;BANDA ARME PRO 7,5 M;00000486;;          ;0;500;500;700;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:02:36;ADMIN          ;498;498;
;CHEVILLE A FRA PPER PRO DE 200;00000487;;          ;0;850;850;1000;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:03:43;ADMIN          ;499;499;
;VIS NOIR;00000488;;          ;0;1100;1100;1400;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;15/09/2024 06:05:07;ADMIN          ;500;500;
;CHEVILLE LITANTE;00000489;;          ;0;1200;1200;1400;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:07:19;ADMIN          ;501;501;
;COLLE PVC;00000490;;          ;1;500;500;900;0;0;;;;0.1;0.01;1;0;;12/08/2026;13/04/2026;N;0;15/09/2024 06:19:01;ADMIN          ;502;502;
;ECRO;00000491;;          ;0;10000;10000;15000;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:21:32;ADMIN          ;503;503;
;RACORE TIG;00000492;;          ;0;15;15;25;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:22:51;ADMIN          ;504;504;
;LAMPE DECOR CUISINE PM;00000493;;          ;0;750;750;900;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:24:09;ADMIN          ;505;505;
;LAMPE DECOR CUISINE GM;00000494;;          ;0;750;750;900;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:25:41;ADMIN          ;506;506;
;BOOY ELECTRIC SPOT (LCD SPOT LIGHIT);00000495;;          ;0;200;200;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:27:43;ADMIN          ;507;507;
;SPOT BOOY ELECTRIC (+3W )(300ML);00000496;;          ;0;200;200;340;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:29:58;ADMIN          ;508;508;
;SPOT MONMAX (3W)(300ML);00000497;;          ;0;160;160;300;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:32:10;ADMIN          ;509;509;
;SPOT WELL MAX 3W (210ML);00000498;;          ;0;210;210;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:36:50;ADMIN          ;510;510;
;SPOT MOON MAX 3W;00000499;;          ;0;225;225;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;1;15/09/2024 06:38:13;ADMIN          ;511;511;
;SPOT BOOY ELECTRIC (3W );00000500;;          ;0;200;200;300;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:39:02;ADMIN          ;512;512;
;SPOT MOON MAX (3W)(210ML) COULR;00000501;;          ;0;220;220;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;23/06/2025;N;0;15/09/2024 06:39:36;ADMIN          ;513;513;
;SPOT GHLIGHTING (3+3W)(240ML);00000502;;          ;0;350;350;480;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:45:18;ADMIN          ;514;514;
;LAMPE DECOR ABTOP;00000503;;          ;0;700;700;850;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;1;15/09/2024 06:47:03;ADMIN          ;515;515;
;SPOT WELL MAX (3W) (240ML);00000504;;          ;0;200;200;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:49:15;ADMIN          ;516;516;
;SPOT CTORCH (13W) ROTATABLE;00000505;;          ;0;400;400;450;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;15/09/2024 06:53:02;ADMIN          ;517;517;
;SPOT CTORCH (9W) ROTATABLE;00000506;;          ;0;350;350;500;0;0;;;;0.1;0.01;1;0;;15/09/2024;13/10/2025;N;0;16/09/2024 05:06:44;ADMIN          ;518;518;
;SPOT CTORCH (6W) ROTATABLE;00000507;;          ;0;350;350;470;0;0;;;;0.1;0.01;1;0;;15/09/2024;13/10/2025;N;0;16/09/2024 05:07:57;ADMIN          ;519;519;
;SPOT CTORCH (7W);00000508;;          ;0;300;300;450;0;0;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;16/09/2024 05:10:30;ADMIN          ;520;520;
;SPOT CTORCH 12+12W;00000509;;          ;0;450;450;600;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:16:41;ADMIN          ;521;521;
;SPOT CTORCH (15W);00000510;;          ;0;600;600;840;0;0;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;16/09/2024 05:19:25;ADMIN          ;522;522;
;SPOT OUBO 18W;00000511;;          ;0;450;450;650;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:20:08;ADMIN          ;523;523;
;SPOT CTORCH 12+4W 3D COULEUR;00000512;;          ;0;650;650;900;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;1;16/09/2024 05:21:43;ADMIN          ;524;524;
;SPOT ENERGICAL 3D (36W);00000513;;          ;0;930;930;1350;0;0;;;;0.1;0.01;1;0;;15/09/2024;07/07/2025;N;1;16/09/2024 05:22:29;ADMIN          ;525;525;
;SPOT BAVNLED (12+12W);00000514;;          ;0;650;650;800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;1;16/09/2024 05:23:24;ADMIN          ;526;526;
;SPOT ENERGICAL 3D (24W);00000515;;          ;0;540;540;650;0;0;;;;0.1;0.01;1;0;;15/09/2024;23/06/2025;N;0;16/09/2024 05:24:11;ADMIN          ;527;527;
;SPOT ENERGICAL 3D (18W);00000516;;          ;0;440;440;600;0;0;;;;0.1;0.01;1;0;;15/09/2024;28/09/2024;N;0;16/09/2024 05:24:59;ADMIN          ;528;528;
;SPOT MONMAX 12W;00000517;;          ;0;200;200;370;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:25:36;ADMIN          ;529;529;
;SPOT CTORCH 3D (15W);00000518;;          ;0;530;530;700;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:26:13;ADMIN          ;530;530;
;SPOT CTORCH 3D (6W);00000519;;          ;0;300;300;470;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:26:55;ADMIN          ;531;531;
;LAMPE LED CTOVCHE (40W);00000520;;          ;0;650;650;750;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:27:39;ADMIN          ;532;532;
;LAMPE LED CTOVCHE (50W);00000521;;          ;0;1250;1250;1565.5;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:28:24;ADMIN          ;533;533;
;LAMPE LED CTOVCHE (13W);00000522;;          ;0;250;250;375;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:29:22;ADMIN          ;534;534;
;LAMPE LED CTOVCHE (WIT+B)3 COULR 12W;00000523;;          ;0;300;300;450;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:30:01;ADMIN          ;535;535;
;DOMINO;00000524;;          ;0;200;200;360;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:30:56;ADMIN          ;536;536;
;SPOT OUBO 36W;00000525;;          ;0;650;650;900;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:31:44;ADMIN          ;537;537;
;SPOT OUBO 24W 3D;00000526;;          ;0;930;930;1200;0;0;;;;0.1;0.01;1;0;;15/09/2024;05/10/2025;N;0;16/09/2024 05:32:21;ADMIN          ;538;538;
;SPOT OBKS 36W 3D;00000527;;          ;0;1400;1400;1600;0;0;;;;0.1;0.01;1;0;;15/09/2024;07/07/2025;N;0;16/09/2024 05:33:26;ADMIN          ;539;539;
;SPOT OBKS 10W 3D;00000528;;          ;0;500;560;700;0;0;;;;0.1;0.01;1;0;;15/09/2024;30/09/2025;N;0;16/09/2024 05:34:16;ADMIN          ;540;540;
;SPOT ULUX 18W 3D;00000529;;          ;0;750;750;900;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:34:49;ADMIN          ;541;541;
;SPOT GHAVELEC 24W 3D;00000530;;          ;0;880;880;1000;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:35:28;ADMIN          ;542;542;
;SPOT GHAVELEC 18W 3D;00000531;;          ;0;550;550;700;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:36:01;ADMIN          ;543;543;
;SPOT GHAVELEC 12W 3D;00000532;;          ;0;370;370;500;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:37:05;ADMIN          ;544;544;
;SPOT GHAVELEC 36W 3D;00000533;;          ;0;1350;1350;1500;0;0;;;;0.1;0.01;1;0;;15/09/2024;07/07/2025;N;0;16/09/2024 05:37:48;ADMIN          ;545;545;
;SPOT HIGH POWER LAMP;00000534;;          ;0;1200;1200;1560;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;1;16/09/2024 05:38:32;ADMIN          ;546;546;
;SPOT LUX GH LIGHTITG 7826-6;00000535;;          ;0;2500;2500;3000;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:39:14;ADMIN          ;547;547;
;SPOT LUX GH LIGHTITG 7403-2;00000536;;          ;0;3000;3000;3400;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:40:08;ADMIN          ;548;548;
;LAMPE GM;00000537;;          ;0;650;650;800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:40:50;ADMIN          ;549;549;
;LAMPE PM;00000538;;          ;0;250;250;325;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:41:26;ADMIN          ;550;550;
;TRASFO;00000539;;          ;0;140;140;210;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:42:19;ADMIN          ;551;551;
;MECHE A BÉTONE (10) VIMCA;00000540;;          ;0;160;160;250;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:43:17;ADMIN          ;552;552;
;MECHE A BÉTONE (6) VIMCA;00000541;;          ;0;120;120;180;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:43:55;ADMIN          ;553;553;
;MECHE A BÉTONE (6) MAKITA;00000542;;          ;0;135;135;200;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:44:51;ADMIN          ;554;554;
;MEKLEA BCTON (05) MAKITA;00000543;;          ;0;145;145;200;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:45:39;ADMIN          ;555;555;
;TESTEUR;00000544;;          ;0;26;26;70;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:46:20;ADMIN          ;556;556;
;MECHE A BETA (08);00000545;;          ;0;175;175;245;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:47:06;ADMIN          ;557;557;
;COUPE TOLL;00000546;;          ;0;950;950;1280;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:47:51;ADMIN          ;558;558;
